,name,age,anual_salary,credit_card_number,credit_score,credit_limitation,transaction_status,partial_payment,credit_balance
11826,Enis Destan,41,4501700,3578775915501695,516,8256464,6063831,60639,6003192
11827,Mikey Devlin,57,1296600,4498879585935245,299,3015675,1363856,13639,1350217
11828,Fabio Di Michele Sanchez,63,2321600,7762420758574495,393,5094381,2240889,0,2240889
11829,Alan Di Pippa,61,3810300,5652660929676732,533,7262032,6669776,66698,6603078
11830,Lamine Diaby Fadiga,67,549600,8059974980531537,315,2461790,1176492,1177,1175315
11831,Moussa Diallo,32,1670300,5702362817975802,176,2565929,2006731,2007,2004724
11832,Carlos Díaz,51,3560700,9211132515181450,495,7077721,6849591,6849591,0
11833,Mawlanyaz Dilmurat,49,3999000,5553126813708452,478,6970054,5093196,510,5092686
11834,Filip Djukic,56,4009000,8513371687444778,498,6691568,5853767,0,5853767
11835,Ben Doak,33,4711200,8750218039549418,411,6792389,2770737,278,2770459
11836,Ronal Domínguez,37,3945600,3915930892450679,384,6106889,6059548,6059548,0
11837,Iago Domínguez,58,910500,7900273110846285,274,2473967,619307,620,618687
11838,Will Donkin,57,4908600,5397856244263609,589,8859503,5061033,0,5061033
11839,Jacky Donkor,60,3446500,3857800730094526,487,6626048,6410967,6410967,0
11840,Mario Dorgeles,31,2538700,3173794743360362,267,3976927,576225,57623,518602
11841,Jeriel Dorsett,36,4094100,7967022631162805,433,6489172,2650024,266,2649758
11842,Mamadou Doucouré,69,2246100,7905182000824196,432,5158840,2761642,277,2761365
11843,Achraf Douiri,64,2731500,6657077453025958,513,5950436,1820863,18209,1802654
11844,Cheick Doumbia,37,1447400,3664281743709891,180,2215893,78536,0,78536
11845,Damion Downs,65,1332700,6426419415892220,369,4012045,3356161,335617,3020544
11846,Jean Armel Drolè,27,4847700,8670387878131814,380,6341079,4387245,439,4386806
11847,Duan Liuyu,62,4534200,4241407793927505,582,7841889,7259627,726,7258901
11848,Edoardo Duca,28,1858000,3720800219832605,197,2639145,53943,53943,0
11849,Filip Dujmović,64,1828300,5138004695641037,353,4075003,3297063,0,3297063
11850,Andrei Dumiter,57,1890800,4769193210170299,328,3968591,1436506,1437,1435069
11851,Maksym Dyachuk,49,3784500,6437925533461316,436,6005342,4686423,4686423,0
11852,Xavier Dziekoński,46,4127900,7191204357017727,506,7813768,1052216,1053,1051163
11853,Jack Earing,64,4794700,6504775524045752,588,8007778,3782669,0,3782669
11854,Chinedu Ekene,49,2692300,5768032296468398,392,5325696,463943,463943,0
11855,Abu Bekir Ömer El Zein,63,855400,9803717919280367,319,2767747,1441804,144181,1297623
11856,Jordan Elsey,56,746900,8404865475038753,259,2482869,2021768,0,2021768
11857,Mihai Eșanu,55,379100,9880854167306842,257,1884505,503753,50376,453377
11858,Josué Escartin,65,4430100,6513864190089004,565,8498168,2958388,296,2958092
11859,Julius Eskesen,40,3497700,9126659654376752,414,6045701,530428,530428,0
11860,Marcelo Esponda,37,4962200,9213864562584059,508,8209238,2510671,2511,2508160
11861,Philip Fahrner,30,539900,7365253757549760,97,896478,691953,0,691953
11862,Josh Falkingham,60,4310700,5119233510310546,592,7517805,6679664,6679664,0
11863,Boubacar Fall,56,3867700,7368388372578050,500,7121751,3130700,314,3130386
11864,Oskar Fallenius,27,3883300,8856579219317814,331,5469097,4485283,44853,4440430
11865,Giacomo Faticanti,35,4273100,4890868321030400,477,6944052,474867,474867,0
11866,Khalil Fayad,25,1435600,7488563694446501,142,1977617,76525,0,76525
11867,Peque,66,1086500,9565166505608027,339,3292300,2767712,0,2767712
11868,Kevin Felida,39,2424200,3581969422680117,308,4187144,1237218,0,1237218
11869,Maciel,30,4638000,4059484666318608,403,6435893,4528013,0,4528013
11870,Feng Jin,38,1239400,8682439676563007,181,2149609,1136398,1136398,0
11871,Ryan Ferhaoui,28,390400,9493783778646525,48,361163,338882,3389,335493
11872,Mathias Fetsch,36,3395700,7843237457930247,326,4690953,3222467,323,3222144
11873,Ryan Flynn,60,2746100,8660507150629401,381,5286383,669033,0,669033
11874,Sam Foley,42,493700,4907274441940759,140,1281831,566176,0,566176
11875,Anthony Forde,25,3634100,8924801386205930,331,5230197,681446,0,681446
11876,Antonio Foti,24,4647200,8251798491726536,440,7101372,2621454,262146,2359308
11877,Matty Foulds,56,1176900,8527442479499083,296,3001684,117656,0,117656
11878,Tyrese Francois,35,4552400,9113125419174083,481,7049603,4149602,415,4149187
11879,Oscar Luigi Fraulo,28,3243800,8954474570739423,319,4903262,1445041,14451,1430590
11880,Nick Freeman,47,1191500,5554850511892611,248,2730043,223414,2235,221179
11881,Ethan Galbraith,31,3293600,3728606463478005,272,4874950,4096518,410,4096108
11882,Sean Gannon,39,1062900,7937675084899053,186,2098734,250533,250533,0
11883,Adrian Gantenbein,69,1817500,5350551672061423,426,4615191,4171769,0,4171769
11884,Ged Garner,27,1768000,3571079699121741,192,2809086,1305847,131,1305716
11885,Manu Garrido,49,2150400,7063191003720804,312,4020791,1598196,1599,1596597
11886,George Gavrilaș,36,2084000,4556622035819809,265,3623309,2767705,277,2767428
11887,Timur Gayret,61,3182000,7327744561761236,470,6162198,209192,2092,207100
11888,Jonas Gemmer,44,2043800,6469432147223025,300,3930408,1908497,1909,1906588
11889,Tiago José Geralnik,44,627400,4842712500800923,178,1617876,1006717,1006717,0
11890,Deniz Giafer,39,3436100,8225680312998567,375,5452723,1384676,1384676,0
11891,James Gibbons,37,2550600,7250553991813838,277,4267619,3546594,35466,3511128
11892,Diego Gil,53,2269700,5365080787261386,374,4434279,2212973,221298,1991675
11893,Alex Gilliead,69,2654600,6793447522355625,460,5701937,3590790,0,3590790
11894,Go Yo Han,53,4315000,7755835133050203,498,7424142,4659426,4660,4654766
11895,Go Moo Yul,44,3583000,8050698815303498,446,6392963,4127698,4128,4123570
11896,Alan Godoy,29,1662500,6554103042174927,169,2553393,1626433,1626433,0
11897,Udoka Godwin-Malife,25,2316000,3508611872485217,190,3295990,2988636,298864,2689772
11898,Taras Gomulka,52,4618100,8039449328329230,550,7869261,330917,0,330917
11899,Michael Gonçalves,24,4125900,7857883299715154,337,5634257,1451200,1452,1449748
11900,Federico González,56,2167400,5359984255592187,385,4565646,2466976,0,2466976
11901,Jorge González,61,2714700,6133921979860396,468,6003434,731788,732,731056
11902,Kaide Gordon,25,1023000,6472233231434492,74,1121938,77003,77003,0
11903,Felix Göttlicher,31,1781100,5407168263139693,181,2773586,2588806,0,2588806
11904,Tarik Gözüsirin,32,4992400,3210879929929895,400,7728270,1050467,106,1050361
11905,Gustav Granath,53,2311300,9984556595468056,327,4251553,2177277,217728,1959549
11906,Kieran Green,66,1898700,9007857570557968,436,4875479,4243307,424331,3818976
11907,Tom Grivosti,28,4633800,9598917218285451,370,6105067,2850213,285022,2565191
11908,Maximilian Großer,63,4609200,3232573917508968,580,8092494,2511585,25116,2486469
11909,Emin Grozdanic,67,4481400,4727373736047013,640,8968597,5983218,0,5983218
11910,Brajan Gruda,47,1270600,3372993234861375,243,2746413,1463724,146373,1317351
11911,Moussa Guel,42,1013400,8259284543059481,235,2293208,857665,858,856807
11912,Julen Jon,50,3559900,8417104620903357,434,6031380,3385322,0,3385322
11913,Abdoul Guiebre,68,934600,4259312426549099,387,3649626,1709672,0,1709672
11914,Gökhan Gül,37,3652700,6907732225811239,355,5610412,1272276,127228,1145048
11915,Lasse Günther,38,986400,3829321334069563,184,1993010,1570789,157079,1413710
11916,Göktan Gürpüz,44,634000,8052008996014996,149,1351705,1275546,12756,1262790
11917,Jesper Gustavsson,31,2940800,7939772865440058,310,4799446,1419580,1420,1418160
11918,Darko Gyabi,32,3161800,4581866215251966,294,4965537,3741899,0,3741899
11919,Zachary Hadji,45,3623200,5059293986546164,407,6285527,622857,622857,0
11920,Alexander Hahn,51,3289600,9164774960106140,418,5545815,1038282,10383,1027899
11921,Kreshnik Hajrizi,56,581300,6772848274457781,234,1905880,1371517,1372,1370145
11922,Lavdrim Hajrulahu,58,3007700,4570604103637671,477,5849422,1523164,1524,1521640
11923,Belal Halbouni,49,4340300,9494738881067222,591,7783165,1544409,1545,1542864
11924,Valon Hamdiu,24,1185800,9466959713596461,103,1468322,399568,399568,0
11925,George Harmon,41,595400,5750114547610907,152,1341303,64679,64679,0
11926,Herman Haugen,59,4481400,3800184093576799,605,8437857,8349739,8350,8341389
11927,Mike Hauptmeijer,39,851600,7713764534998812,161,1679789,628840,628840,0
11928,Jalen Hawkins,24,3454400,7499058642228599,248,4664132,3794301,3795,3790506
11929,Oliver Hawkins,69,3237700,8783161893836594,575,7264103,4866141,0,4866141
11930,Sanousi Hawsawi,58,3321400,8238273569532953,468,6057288,2577157,258,2576899
11931,Oscar Hedvall,27,2068900,8747948992543241,221,3202970,439034,4391,434643
11932,Aune Selland Heggebø,30,3081300,8043679914991096,269,4197454,3007134,300714,2706420
11933,Melker Heier,48,2629400,5698965847477023,386,4793511,4090887,410,4090477
11934,Heo Yul,35,314600,9105304237614211,118,900456,52551,0,52551
11935,Herrando,38,665200,6345233570481855,140,1311485,361488,0,361488
11936,Jose Herrera,45,2158100,9881548712318281,320,4251070,1122263,113,1122150
11937,Charles-Jesaja Herrmann,64,4461500,4080286805459904,606,8253326,6642784,0,6642784
11938,Luca Herrmann,52,3780600,8076122236421252,549,7148780,2003255,20033,1983222
11939,Felix Higl,37,2603700,7605521812377847,304,4100735,1639657,163966,1475691
11940,Benjamin Hjertstrand,57,1897500,9621449554181854,341,3990660,3989087,39891,3949196
11941,Kadir Hodžić,38,2180000,9102673830313276,299,4149719,1488507,148851,1339656
11942,Harrison Holgate,35,546000,6500999891272296,108,964871,890647,8907,881740
11943,Jake Hollman,27,2521900,7446063435595696,218,3452959,3255979,32560,3223419
11944,Gavan Holohan,37,2916600,6540213617133566,328,4523689,974519,975,973544
11945,Tomáš Holý,61,2426000,9837406672460872,399,5222503,5068038,506804,4561234
11946,Hong Si Hoo,57,597400,8494614144256245,274,2419322,852069,852069,0
11947,Seok-ju Hong,33,3968700,6040946617599165,375,5850347,5129198,5129198,0
11948,Nikolai Hopland,45,4234800,7171603652683534,505,7750966,5917083,0,5917083
11949,Eric Hottmann,60,2663800,8516047726323316,481,6238661,4602978,461,4602517
11950,Andréas Hountondji,66,2110300,8931619922733566,468,4899493,4694276,469428,4224848
11951,Kimmo Hovi,56,4030800,9525590327539669,547,7608600,2267688,2267688,0
11952,Hu Ruibao,51,3386100,6007789304375560,508,6309116,5694442,0,5694442
11953,Charlie Hughes,45,3533700,5217949708615479,417,5944229,1364769,13648,1351121
11954,Denver Hume,31,2411400,8217220637719961,290,4096070,3206017,3206017,0
11955,Ashley Hunter,37,3592000,4677529360459982,422,5906398,1809738,0,1809738
11956,Erik Hurtado,58,1702800,4382373839296966,377,4186231,2305292,0,2305292
11957,Isaac Hutchinson,63,4251500,5813479088480501,554,8049550,4180766,418077,3762689
11958,Hwang Jae Hwan,63,300200,3557938323891356,232,1670780,1318077,1318077,0
11959,Ellis Iandolo,30,4746700,7400796076747346,495,8027996,4713027,0,4713027
11960,Jibril Ibrahimi,59,4196200,4893435112910216,590,7554537,4888199,4888199,0
11961,Melih Ibrahimoglu,65,4342700,8788997704456202,635,8682578,4737839,0,4737839
11962,Zeno Ibsen Rossi,30,3682400,3973429923608869,349,5458430,1417188,141719,1275469
11963,Dejan Iliev,29,823100,9043541783281922,84,1088487,64437,6444,57993
11964,Burak İnce,57,3144900,6471446644856677,453,5954444,4436067,4437,4431630
11965,Garissone Innocent,33,3723400,9400182150486991,400,5802614,3178701,0,3178701
11966,Nestory Irankunda,60,3509800,4185351723935135,559,6544932,3552421,356,3552065
11967,Clint Irwin,66,4906800,9211413399880873,721,9187985,4291408,429141,3862267
11968,Ryotaro Ito,34,4185600,7297875414038928,464,6951717,3779596,377960,3401636
11969,Joey Jacobs,41,916400,3112961024110363,186,2072672,1497626,1497626,0
11970,Thomás,32,1478000,3815633156653268,175,2263009,2215054,22151,2192903
11971,Jordan James,48,4350800,5575821374449977,466,7075983,4622973,462298,4160675
11972,Dean James,68,3358700,9768401486074785,536,6530117,4867391,4868,4862523
11973,Jang Ho Ik,31,1674500,7781900735023675,204,2690213,852320,0,852320
11974,Alexandre Jankewitz,62,2887200,6157653222405438,445,5248462,5033640,5033640,0
11975,Lenn Jastremski,67,4162800,4825457262881167,619,8420611,7758594,7758594,0
11976,Jeon Jin Woo,24,1929200,8395601249306501,182,2771170,887441,887441,0
11977,Jeong Min Ki,40,2006000,3207058095327540,243,3451822,553921,0,553921
11978,Carlos Jiménez,55,4117000,8352756845217371,503,7049613,2150709,216,2150493
11979,Alexander Johansson,51,1990300,5663569204126814,326,3964192,2145396,0,2145396
11980,Herman Johansson,22,3400000,5068590115955517,237,4668439,2884967,28850,2856117
11981,Louis John,59,4973800,5982900939878976,630,8534607,7099013,7100,7091913
11982,Federico Jourdan,32,784100,6240782496398348,105,1179032,250743,25075,225668
11983,Jung Dong Yoon,46,1363500,8804821625727325,240,2815904,241809,0,241809
11984,Matthew Jurman,33,4237500,3334057847227701,368,6036792,4172561,418,4172143
11985,Mads Kaalund,50,3119700,4533234769374408,410,5622664,276753,0,276753
11986,Paul Kalambayi,62,616300,9639790932017084,280,2409189,360903,361,360542
11987,Abdoulaye Kamara,57,1298200,5767137235716287,274,2870600,2624940,2624940,0
11988,Majed Kanabah,67,3961400,5573619382751860,578,7371700,5352059,5352059,0
11989,Kang Yoon Seong,31,3457100,3501481656120945,337,5251784,5072821,0,5072821
11990,Silva Kani,68,4305000,3849436277612568,602,8161294,4850278,0,4850278
11991,Benjamin Kanuric,31,566600,8278474909391970,101,901536,337965,338,337627
11992,Andreas Karamanolis,60,4091400,9679482488415137,564,7637537,6973325,0,6973325
11993,Malte Karbstein,59,2842400,4962578984291923,400,5147712,3219873,32199,3187674
11994,Daniel Karlsbakk,44,2340600,5889678565594324,349,4328368,1987433,199,1987234
11995,Niklas Kastenhofer,49,3542100,5994326398749579,425,6116435,5105652,0,5105652
11996,Gökcan Kaya,63,776200,9871899514205676,332,3222299,1281758,1281758,0
11997,Bryang Kayo,59,4659100,9496684806586477,635,8755683,783564,7836,775728
11998,Joshua Kayode,37,2354300,5849080231984474,261,3583177,3541977,354198,3187779
11999,Conor Kearns,59,3361900,9398506180939310,525,7083911,7067889,706789,6361100
12000,Liam Kelly,54,1380400,8376924498131326,366,3576731,1514701,1515,1513186
12001,Cammy Kerr,65,1861700,6931616488305373,413,4850798,2954659,0,2954659
12002,Topi Keskinen,66,3346800,8002256339685122,474,6218113,5425124,5425124,0
12003,Saidou Khan,27,2838600,3640708833717475,246,4386879,68384,68384,0
12004,Kristoffer Khazeni,40,3962500,4771157680145803,426,6512179,1903399,19034,1884365
12005,Kim Ji Soo,29,3359300,6189228484344720,309,4618601,2886134,288614,2597520
12006,Kim Ju Chan,63,2331600,4746857255377646,466,5654846,2663060,0,2663060
12007,Kim Han Gil,56,1039400,3841733566136482,302,2997227,667889,668,667221
12008,Kim Jun Ho,30,3237600,6099839552344265,326,5019477,231820,23182,208638
12009,Liam Kinsella,69,3748400,4571721341991130,613,8005148,4912963,0,4912963
12010,Florian Kirschke,70,2669600,5504047682746782,556,6380770,5837171,0,5837171
12011,Colin Kleine-Bekel,70,2649700,5532015874785796,499,6048545,2410345,241035,2169310
12012,Niklas Klinger,30,3997000,5142038365131228,326,5625293,4399191,0,4399191
12013,Tobias Koch,45,3079000,5549680215640097,393,5444710,2417221,2417221,0
12014,Kevin Komar,57,4449400,6480411617535237,561,8072711,7970708,7971,7962737
12015,Vegard Kongsro,67,2349300,9091272331772279,466,4995770,2789264,0,2789264
12016,Yoan Koré,27,441100,3676498000437416,74,656105,609963,609963,0
12017,Kortajarena,54,4565700,6327924691430340,612,8484549,709719,0,709719
12018,Živko Kostadinović,55,2227700,5425742367084328,407,4807947,3144433,3145,3141288
12019,Elijah Krahn,41,1687100,9252523127185341,231,3066143,83932,8394,75538
12020,Anton Kralj,56,4725400,5244826322872169,618,7916968,5490253,550,5489703
12021,Oscar Krusnell,54,2390200,7041143841721870,379,4807333,3468339,347,3467992
12022,Noah Kruth,69,4447000,4147239855243149,655,8322626,6747760,0,6747760
12023,Garang Kuol,60,3232000,6187809884298804,491,6446991,4717162,472,4716690
12024,Kaan Kurt,22,1797500,4554433786074948,127,2290268,1767872,17679,1750193
12025,Kweon Han Jin,55,3889900,3721630744004270,519,7227796,4790897,0,4790897
12026,Omar Labrador,54,2716400,9530614141822837,377,4968631,3061933,0,3061933
12027,Ross Laidlaw,36,4104100,5525623003800296,438,6564028,3514243,35143,3479100
12028,Thor Lange,31,3488000,7642621672974521,346,5423888,1244498,1245,1243253
12029,Jack Lankester,62,2647200,5574279004422546,441,5315319,2254695,226,2254469
12030,Michael Lansing,30,2980300,9731616383776432,283,4070456,291387,29139,262248
12031,Lucas Laso,27,3253500,7008427443073718,309,4686027,688474,688474,0
12032,Marcel Lavinier,68,2923700,5025357589400533,527,6575583,4435474,4436,4431038
12033,Darragh Leahy,45,3072200,7286011466030942,409,5641786,2456330,245633,2210697
12034,Noé Lebreton,31,4131000,5509173430298098,422,7164698,1006676,101,1006575
12035,Lee Eu Ddeum,48,3086400,6515697453131762,422,5703513,3736049,374,3735675
12036,Lee Sang Ki,38,386400,8907684449696825,122,957720,432941,43295,389646
12037,Lee Jun,63,716200,6232001633256813,303,2745674,1560691,156070,1404621
12038,Lee Seung Mo,53,867900,3142865929706118,285,2656993,996904,0,996904
12039,Granit Lekaj,62,4888100,9243526797749414,643,9201684,7041820,7041820,0
12040,Alfie Lewis,34,3164400,6526482539485790,288,4823481,225390,0,225390
12041,Fedde Leysen,51,576200,4420501737163762,220,1909045,1086827,10869,1075958
12042,Li Tixiang,33,1391100,6120484031175878,173,2233436,611616,612,611004
12043,Daniel Lino,62,3830300,6532142470762607,564,7851117,1349174,135,1349039
12044,Elliott List,63,1019200,4703802750285603,339,3235598,1856702,1857,1854845
12045,Armani Little,28,369100,8156200387165029,50,358952,86594,866,85728
12046,Arian Llugiqi,30,4833500,8496242656500281,426,7386092,5274317,0,5274317
12047,Thimothée Lo-Tutala,45,1456900,4308053494076656,283,3130680,774721,774721,0
12048,Lucas Fabrizio Lopez,41,4359100,8228023878907820,501,7446387,1951484,1952,1949532
12049,Pablo López,63,555900,4764230744435313,281,2493317,860430,8605,851825
12050,Ariel López,65,3510600,9594473517412605,474,6332685,4077352,0,4077352
12051,Jean Louchet,64,2592600,8134665705865333,451,5317312,2357524,2358,2355166
12052,Donald Love,42,4998500,9821561782360160,513,7819532,3451532,0,3451532
12053,Lü Peng,44,381600,3519897166894226,184,1359416,903429,90343,813086
12054,Lü Haidong,36,3328300,4347482654460882,398,5650088,902305,902305,0
12055,Daniel Lucero,64,4691100,8624967477056801,686,9041154,1007927,1008,1006919
12056,Andreas Ludwig,50,4621300,5919956790893547,523,7578114,1038597,0,1038597
12057,Santiago Luján,63,310000,9677919400764819,271,2005945,126683,12669,114014
12058,Matty Lund,32,1582400,4364196157998313,213,2648409,2465975,0,2465975
12059,Yannis M'Bemba,38,2267000,6685677687387845,291,3789008,1503888,1504,1502384
12060,Calum MacDonald,44,696300,8721228556244237,178,1584423,1390094,0,1390094
12061,Daniel MacKay,70,3580600,8438019072942505,598,7474648,4769012,477,4768535
12062,Lukas MacNaughton,23,4345700,3374825434595179,354,6677838,4064563,406457,3658106
12063,Cammy MacPherson,36,4433400,3998282881602358,454,6648774,3054623,0,3054623
12064,Jacob Maddox,53,955700,3001149348400324,269,2592335,130865,13087,117778
12065,Eros Maddy,30,2634900,4240877386497745,260,4186390,773109,0,773109
12066,Tyler Magloire,39,2130800,8405023797098741,278,3689114,565094,0,565094
12067,John Mahon,59,1272600,7063039108159745,330,3403503,624177,6242,617935
12068,Philipp Maier,52,4383900,6179889195372581,500,7035854,4019758,402,4019356
12069,Kobbie Mainoo,66,1429600,4780611284503819,431,4566459,1493248,150,1493098
12070,Jordan Majchrzak,59,2486300,9932525761296210,448,5776791,4304903,0,4304903
12071,Ali Majrashi,69,2420400,7683415817453988,506,5346694,2724140,0,2724140
12072,Karim Mammar,64,1030100,7569215830340462,284,2914227,1072147,10722,1061425
12073,Aaron Manu,64,1719200,6007858004060370,413,4588423,4037260,403726,3633534
12074,Julián Marchioni,59,972500,9632736954889341,262,2447510,397975,397975,0
12075,Miguel Marí,62,2872500,7309298134855316,461,5804264,1916086,0,1916086
12076,Gustavo Marins,37,2795000,4474778041336513,320,4483856,396300,3963,392337
12077,Nathan Markelo,39,4359700,3614152434593931,413,6994902,2850243,286,2849957
12078,Ivaylo Markov,36,3071200,8257581809872672,387,5322017,467018,4671,462347
12079,John Marquis,67,4022600,9063124347740842,562,7598759,1645026,0,1645026
12080,Luís Mario Martínez,23,4790100,4023926865081541,388,7008382,6793501,0,6793501
12081,Francisco Martinicorena,45,2479300,9864132667048736,341,4750206,4109891,4109891,0
12082,Gavin Massey,57,4359400,7065053689023769,598,8400351,492246,492246,0
12083,Tawanda Maswanhise,35,1186000,8839205138416911,174,2216251,1474505,147451,1327054
12084,Max Mata,45,1927700,7508827298992618,279,3606026,2165114,217,2164897
12085,Jamille Matt,35,2036300,8405737110661253,225,3187234,1191730,120,1191610
12086,Jannik Mause,59,3041700,4216639231652723,459,6008204,2200648,2201,2198447
12087,Christian Mawissa Elebi,47,3970100,5947873994777797,454,6944522,5379160,0,5379160
12088,Luke Mbete,42,3514900,7459311024185395,346,5752955,2814443,28145,2786298
12089,Alfie McCalmont,66,3919700,3109594912541204,560,8070773,5390913,0,5390913
12090,Luke McCormick,38,2609000,5959903226475423,323,4330609,2683196,0,2683196
12091,Luke McGee,56,2762300,6347498436909552,423,5035857,3086548,3087,3083461
12092,Jordan McGhee,29,4815300,5835492133175114,384,7319668,4724303,4724303,0
12093,Nathan McGinley,57,2949700,7119121116263817,441,5784430,354754,354754,0
12094,Edward McGinty,27,1986800,4176460295399809,174,2517002,635433,635433,0
12095,Rory McKenzie,44,4986200,5627346721054266,532,8898883,6401248,6401248,0
12096,Robbie McKenzie,39,607400,5892413948202961,120,1094640,316613,0,316613
12097,Conor McMenamin,28,3840100,5156281831798423,358,5812430,3186561,319,3186242
12098,Gideon Mensah,50,2995200,9911183696504145,432,5806749,4254891,4255,4250636
12099,Leândro,67,2758300,7564547935079591,467,5689869,5340744,5340744,0
12100,Falko Michel,61,3912400,6177160413520172,537,7570936,667701,0,667701
12101,Nicholas Mickelson,47,583300,3290922125056935,194,1633881,1143663,1143663,0
12102,Michael Mieles,30,1111100,4751581469999783,145,1828320,484745,0,484745
12103,George Miller,42,3444200,5777454920138186,394,5949579,1386050,0,1386050
12104,Stanley Mills,44,852400,9486993047160462,214,2161858,978560,978560,0
12105,Jovan Milošević,24,3792100,8698978532241557,365,5848948,3734834,374,3734460
12106,Robert Milsom,25,938900,5826447049032537,100,1234283,638,0,638
12107,Jeison Mina,62,2798000,8945296257414697,406,5047528,1907017,19071,1887946
12108,Stefano Minelli,40,3338300,5284045001906904,402,6207984,4375458,0,4375458
12109,Filippo Missori,27,2911100,4924408914330309,247,4160388,2150216,216,2150000
12110,Kaito Mizuta,24,3744800,8808100035833812,308,5198930,2274365,22744,2251621
12111,Baran Mogultay,32,3445500,8480224756601245,343,5009687,4814192,482,4813710
12112,Iyad Mohamed,46,1375600,5285556165905977,246,2995022,876695,8767,867928
12113,Sylian Mokono,61,1974800,3204042475397129,419,4680086,4004790,4004790,0
12114,Luke Molyneux,24,2504000,3391240365103254,210,3148893,2086604,0,2086604
12115,Francis Momoh,60,4068400,7843064904159891,521,7117772,853369,854,852515
12116,Juan Camilo Moreno,67,1706300,5003001423302232,378,4066416,3276897,328,3276569
12117,Manu Morillo,36,2082900,3254623067183595,235,3536302,3440851,3440851,0
12118,Callum Morton,58,3083900,5598564457630517,468,5978808,2843984,0,2843984
12119,Ngal'ayel Mukau,39,4124200,3012501634983293,422,6554479,482898,0,482898
12120,Danny Mullen,32,1436000,3316922014650773,188,2441044,2217559,222,2217337
12121,Mun Ji Hwan,34,2052900,5897709278267600,246,3255528,741776,0,741776
12122,Alex Murphy,39,2635400,4844765657547141,311,4447753,4125304,0,4125304
12123,Jordan Murray,60,864600,3650511053963897,276,2510608,1596895,15969,1580926
12124,Simon Murray,31,3080600,3397191342343873,304,4461261,644404,0,644404
12125,Torben Müsel,70,2055500,8598267287569871,419,4865205,2992910,2993,2989917
12126,Danny Musovski,52,3222300,6944461568320809,439,5700028,1005705,1005705,0
12127,Ashley Nadesan,56,3280000,3667063792056342,497,6917491,271472,272,271200
12128,Suheyel Najar,64,2600900,3746952629944491,439,5094129,2494,2494,0
12129,Mark Natta,51,2506100,4073672155564894,399,5307656,3498406,34985,3463421
12130,Donald Nduka,51,3618400,5201074879792956,453,6337828,3914496,3915,3910581
12131,Nathan Ngoy,57,3960000,4437620275116814,536,7294837,7098244,709825,6388419
12132,Will Nightingale,60,4125800,4610039598175453,571,7376069,6679562,6680,6672882
12133,Bilal Njie,29,642200,8666108013542100,99,1022776,112713,11272,101441
12134,Dan Nlundulu,61,3965500,7820205440788139,533,7701876,6321468,0,6321468
12135,Luke Norris,57,812000,9319341472136300,277,2656931,1216506,0,1216506
12136,Lucas Noubi,22,680200,4966904422077307,55,631904,139097,1391,137706
12137,Amin Nouri,56,645500,5842817903425798,223,1989478,1852005,1853,1850152
12138,Krystian Nowak,67,1667100,6333662092216158,420,4401641,3904953,3904953,0
12139,Patrick Nwadike,69,4007300,3921516987160556,546,7407152,7100461,7100461,0
12140,Silas Nwankwo,38,4257100,7601210787913220,456,6882603,480210,0,480210
12141,Moses Nyeman,48,4806300,6229003658483533,481,7110714,4909986,4909986,0
12142,Lee O'Connor,42,766100,5635213839346285,159,1542225,23424,2343,21081
12143,Tomás O'Connor,35,441400,9480646066258102,121,971414,84835,8484,76351
12144,Richard O'Donnell,40,2293000,3842269972645720,312,4269302,1834252,184,1834068
12145,Jonathan Obika,69,3907500,3251237364783661,605,8008075,6339731,6340,6333391
12146,Marvin Obuz,58,2696400,6853336344371509,455,6003609,1778358,0,1778358
12147,Kristoffer Ødemarksbakken,35,759100,3206848342336263,129,1284053,200627,2007,198620
12148,Akin Odimayo,29,1712500,7341215397346268,156,2554112,279509,2796,276713
12149,Clarke Oduor,33,3814600,7523018171218580,403,6005003,2836017,283602,2552415
12150,Luke Offord,64,4756500,3947250782006868,618,8165270,3697542,36976,3660566
12151,Oh Jae Suk,50,512200,5545238350868056,211,1786630,1786569,17866,1768703
12152,Fejiri Okenabirhie,34,3041300,9219314057598163,338,5081474,749719,0,749719
12153,Isaac Olaofe,67,3298600,6541086431805302,541,7153793,2533662,253367,2280295
12154,Vadaine Oliver,53,723300,8734128662433024,276,2478955,721546,7216,714330
12155,Tuomas Ollila,54,3924400,7960082655972121,550,7610714,6489131,649,6488482
12156,Joseph Olowu,24,966900,5559993290348224,73,1050008,782944,0,782944
12157,Promise Omochere,28,4195200,7735807504014323,399,6748507,2507455,25075,2482380
12158,Wyatt Omsberg,52,3879200,3388379501083306,496,6973584,1898592,1899,1896693
12159,Luis Ortíz,60,4737600,4422220211377257,622,8395309,7789359,7789359,0
12160,Pedro Ortiz,45,3509300,8896820917144748,414,5622890,5457319,546,5456773
12161,Robin Østrøm,43,2758000,8366452589878032,318,4628571,2851971,28520,2823451
12162,Shaibou Oubeyapwa,22,2698600,7582451669135318,229,3789128,238664,0,238664
12163,Doğukan Özkan,28,4080600,9872861261101343,322,5698431,1604208,1604208,0
12164,Pacheco,40,1447900,3111899187352981,254,2772511,1281109,1282,1279827
12165,Álex Padilla,50,4943300,9500552204688102,577,9065946,7882215,788222,7093993
12166,Lucas Paes,36,4583300,8844085570631483,518,7752851,5138240,0,5138240
